"node1","node2"
"FOXA1","KRT4"
"FOXA1","KRT5"
"FOXA1","MIXL1"
"FOXA1","HOXB13"
"FOXA1","PGR"
"FOXA1","TFF3"
"FOXA1","TFF1"
"FOXI1","SOSTDC1"
"FOXJ1","KRT5"
"FOXJ1","PITX1"
"FOXJ1","HOPX"
"FOXJ1","RSPH9"
"FOXJ1","MUC5B"
"FOXJ1","KRT4"
"FOXJ1","SPAG6"
"FPR2","MARCO"
"FPR2","KLK5"
"FPR2","VIP"
"FPR2","PTGS2"
"FPR2","S100A8"
"FREM2","IGFBP7"
"FSIP1","ROPN1"
"FSIP1","NEK10"
"FSIP1","RASSF2"
"FSIP1","POLR2B"
"FUT3","MUC1"
"FUT3","PTPRZ1"
"GABRA6","PVALB"
"GABRA6","KCNC2"
"GABRA6","SYN2"
"GABRA6","ZIC1"
"GABRA6","GRIA2"
"GABRA6","SPHKAP"
"GABRA6","GABRR3"
"GABRA6","GABRP"
"GABRA6","TTYH1"
"GABRA6","NEUROD1"
"GABRA6","GABRB3"
"GABRB3","GRIA4"
"GABRB3","GRIA2"
"GABRB3","KIF1A"
"GABRB3","GABRR3"
"GABRB3","GABRP"
"GABRB3","TTYH1"
"GABRP","VTCN1"
"GABRP","TTYH1"
"GABRP","GABRR3"
"GABRR3","TTYH1"
"GABRR3","MDFIC"
"GALNT12","MUCL1"
"GALNT12","MUC6"
"GALNT12","MUC5B"
"GALNT12","MUC16"
"GALNT12","MUC1"
"GAS2L2","SPAG17"
"GBP4","RTP4"
"GBP4","IFIT1"
"GBP4","RSAD2"
"GBP4","IFIT3"
"GDAP1","KIF1A"
"GDAP1","TGIF2LX"
"GDAP1","PLTP"
"GDAP1","GJB1"
"GDAP1L1","SHISA9"
"GDF1","KRT81"
"GFM1","PI3"
"GFM1","POLR2B"
"GFM1","NPSR1"
"GFRA1","PLCG1"
"GFRA1","UCHL1"
"GFRA1","NRTN"
"GFRA1","SOX10"
"GJB1","SNCA"
"GJB1","KLK6"
"GJB1","SOX10"
"GLB1L","SLC13A2"
"GLCE","SRGN"
"GLCE","HS6ST3"
"GLCE","GPC5"
"GLDC","PYGL"
"GLDC","SRGN"
"GLDC","RASGRF2"
"GPC5","SRGN"
"GPC5","LRP2"
"GPC5","WNT2"
"GPC5","HS6ST3"
"GPC5","NOTUM"
"GPD1","PLIN1"
"GPD1","LDHC"
"GPR26","GPR85"
"GPR65","GPR85"
"GPR65","MARCO"
"GPR65","TLR1"
"GPR65","PTPN22"
"GPR85","ZIC1"
"GPR85","HEPACAM2"
"GPR98","GRIA2"
"GPR98","LRP1B"
"GRAP2","PLCG1"
"GRAP2","TRAT1"
"GRAP2","VAV3"
"GRAP2","PTPN22"
"GRIA2","PVALB"
"GRIA2","PPP1R1B"
"GRIA2","SYT1"
"GRIA2","NPTX2"
"GRIA2","GRIA4"
"GRIA2","VSTM2A"
"GRIA2","NPY"
"GRIA2","VSTM2B"
"GRIA2","INA"
"GRIA2","SPHKAP"
"GRIA2","PTPRT"
"GRIA2","MSMB"
"GRIA2","SPOCK3"
"GRIA2","NXPH1"
"GRIA2","KCNC2"
"GRIA2","SYN2"
"GRIA2","SNAP91"
"GRIA2","KIF1A"
"GRIA2","GRIK3"
"GRIA2","VWC2"
"GRIA2","SHISA9"
"GRIA2","PRKCB"
"GRIA4","PVALB"
"GRIA4","SYT1"
"GRIA4","NPTX2"
"GRIA4","TAC1"
"GRIA4","VWC2"
"GRIA4","GRIK3"
"GRIA4","SHISA9"
"GRIA4","PRKCB"
"GRIK3","SCN11A"
"GRIK3","VWC2"
"GRIK3","SHISA9"
"GRPR","TRPA1"
"GRPR","RPE65"
"GRPR","TAC1"
"GRPR","PGR"
"GRPR","NPY"
"GSTA1","GSTA4"
"GSTA1","MGST1"
"GSTA4","ZNF502"
"GSTA4","MGST1"
"GUCA1C","TRAT1"
"GUCY1B3","NPY1R"
"GUCY1B3","PDE1C"
"GYPC","RSAD2"
"GYS2","PYGL"
"GYS2","PYGB"
"GYS2","PPP1R3C"
"GYS2","TMPRSS6"
"GYS2","PCK1"
"HAAO","HGD"
"HAAO","TMEM74"
"HAAO","TMPRSS6"
"HAAO","IDO1"
"HAPLN1","SLC7A2"
"HAPLN1","NPTX2"
"HAPLN1","PTPRZ1"
"HBA1","HBQ1"
"HBA1","ORM1"
"HBA1","HPX"
"HBA1","TF"
"HBA1","SIX6"
"HEPACAM2","SLC26A3"
"HEPACAM2","PHGR1"
"HES5","NEUROD1"
"HES5","ID1"
"HES5","SOX10"
"HGD","SQLE"
"HGD","TMPRSS6"
"HGD","HMGCS2"
"HGD","PCK1"
"HGD","TAT"
"HHEX","ZBED3"
"HHEX","MIXL1"
"HHEX","ONECUT2"
"HHEX","SOX7"
"HIF3A","VHL"
"HMGCS2","SQLE"
"HMGCS2","PCK1"
"HMGCS2","PMVK"
"HOOK2","TNFSF13B"
"HOPX","OLFM4"
"HOPX","PTPRZ1"
"HORMAD1","SLC39A12"
"HORMAD1","MEI1"
"HORMAD1","SYCP1"
"HOXB13","SLC30A10"
"HOXB2","HOXB4"
"HOXB2","KLK6"
"HOXC11","HOXC8"
"HOXC8","ZIC1"
"HOXC8","UCP1"
"HOXC8","LIX1L"
"HOXC8","TMEM26"
"HPX","LTF"
"HPX","ORM1"
"HPX","LRP2"
"HPX","SERPINA6"
"HPX","ITIH2"
"HPX","LRG1"
"HPX","LCN2"
"HPX","TF"
"HRNR","S100A2"
"HRNR","S100A7"
"HRNR","LELP1"
"HRNR","IVL"
"HSD17B2","PGR"
"HSD17B2","TFF1"
"HTR2B","SLC18A2"
"HTR2B","SLC18A1"
"ID1","MITF"
"ID1","MMP1"
"ID1","LCN2"
"IDO1","TBX21"
"IDO1","IL4"
"IDO1","PTGS2"
"IDO1","VTCN1"
"IDO1","TNFSF13B"
"IDO1","TNFSF18"
"IDO1","TIGIT"
"IFIT1","RTP4"
"IFIT1","RALB"
"IFIT1","UBE2L6"
"IFIT1","ZBP1"
"IFIT1","PARP14"
"IFIT1","MAVS"
"IFIT1","RSAD2"
"IFIT1","IFIT3"
"IFIT3","RTP4"
"IFIT3","UBE2L6"
"IFIT3","ZBP1"
"IFIT3","MAVS"
"IFIT3","PARP14"
"IFIT3","RSAD2"
"IFNGR2","IL4"
"IFNGR2","IL7"
"IFNGR2","IL21"
"IFNGR2","NLRP8"
"IFNGR2","IL20"
"IGDCC3","PLIN1"
"IGDCC3","KIF1A"
"IGF2BP3","KCNJ2"
"IGF2BP3","VTCN1"
"IGFBP7","WNT2"
"IGFBP7","POLR2B"
"IGFBP7","LCN2"
"IGSF1","STC2"
"IGSF1","TRH"
"IL15RA","LY75"
"IL15RA","IL7"
"IL15RA","NFKBIZ"
"IL15RA","IL1R1"
"IL1R1","TBX21"
"IL1R1","IL4"
"IL1R1","PI3"
"IL1R1","IRAK3"
"IL1R1","IL7"
"IL1R1","LY96"
"IL1R1","NFKBIZ"
"IL1R1","TLR1"
"IL1R1","PTGS2"
"IL20","IL22RA2"
"IL21","TBX21"
"IL21","IL4"
"IL21","MMP13"
"IL21","IL7"
"IL21","TNFSF13B"
"IL21","IL22RA2"
"IL21","PTGS2"
"IL22RA2","IL4"
"IL22RA2","IL7"
"IL4","TBX21"
"IL4","PIGR"
"IL4","MUC5B"
"IL4","MUC1"
"IL4","LY96"
"IL4","MMP13"
"IL4","VIP"
"IL4","MMP1"
"IL4","TAC1"
"IL4","SLAMF1"
"IL4","ITGA2"
"IL4","TCHH"
"IL4","TLR1"
"IL4","SERPINB5"
"IL4","PTGS2"
"IL4","LY75"
"IL4","TNFSF4"
"IL4","SELL"
"IL4","TNFSF13B"
"IL4","IL7"
"IL7","TBX21"
"IL7","SELL"
"IL7","SLAMF1"
"IL7","TNFSF4"
"IL7","TNFSF13B"
"INA","UCHL1"
"INA","SNCA"
"IRAK3","NPSR1"
"IRAK3","LY96"
"IRAK3","TLR1"
"ITGA2","TBX21"
"ITGA2","SELL"
"ITGA2","SCARB2"
"ITGA2","PROM1"
"ITGA2","MMP1"
"ITGA2","THBS2"
"ITIH2","PROC"
"ITIH2","ORM1"
"ITIH2","SERPINA6"
"ITIH2","PGLYRP2"
"ITIH2","TAT"
"ITIH2","TMCC1"
"ITIH2","TMPRSS6"
"ITIH2","TF"
"ITLN1","SFRP5"
"ITLN1","PHGR1"
"ITLN1","LCN2"
"IVL","KRT14"
"IVL","PI3"
"IVL","KRT5"
"IVL","PGLYRP3"
"IVL","KRT16"
"IVL","KRT17"
"IVL","KLK5"
"IVL","S100A2"
"IVL","S100A7"
"IVL","LELP1"
"IVL","KLK6"
"IVL","KRT6A"
"IVL","KRT4"
"IVL","LCE6A"
"IVL","SPRR2A"
"IVL","TCHH"
"IZUMO1","PLCH1"
"IZUMO1","SPAG17"
"KCNC2","SLC7A2"
"KCNC2","PVALB"
"KCNC2","KCNJ3"
"KCNC2","KCNH8"
"KCNC2","KCNG1"
"KCNE4","KCNJ2"
"KCNG1","KCNH8"
"KCNH8","TMC5"
"KCNJ1","WNK4"
"KCNJ1","RHCG"
"KCNJ1","TRPV6"
"KCNJ1","KCNJ16"
"KCNJ16","KCNJ2"
"KCNJ16","KCNJ3"
"KCNJ2","WNK4"
"KCNJ2","TRDN"
"KCNJ2","KCNJ3"
"KCNJ3","RGS2"
"KCNJ3","SLN"
"KCNJ3","NEUROD1"
"KCNJ3","RGS7"
"KCNMB1","SCGB2A1"
"KCNMB1","MEX3C"
"KCNMB1","TMC5"
"KIAA0196","SQLE"
"KIAA0196","KIF1A"
"KIAA0196","SLC33A1"
"KIF1A","SYT1"
"KIF1A","UCHL1"
"KIF1A","SNAP91"
"KIF1A","RIMS4"
"KLF6","PSCA"
"KLF6","MUC6"
"KLF6","NAT1"
"KLF9","PGR"
"KLK10","PIP"
"KLK10","KLK8"
"KLK11","MUC16"
"KLK5","KRT5"
"KLK5","SERPINA5"
"KLK5","S100A7"
"KLK5","SLPI"
"KLK5","KLK8"
"KLK6","KRT5"
"KLK6","KRT16"
"KLK6","SNCA"
"KLK6","SLPI"
"KLK6","WFDC2"
"KLK6","MSLN"
"KLK8","SERPINA5"
"KNDC1","PTPRT"
"KNDC1","SIPA1"
"KRT14","SOSTDC1"
"KRT14","S100A7"
"KRT14","PROM1"
"KRT14","MUC1"
"KRT14","KRT6C"
"KRT14","TRIM29"
"KRT14","KRT15"
"KRT14","SERPINB5"
"KRT14","KRT6A"
"KRT14","KRT6B"
"KRT14","PGR"
"KRT14","KRT17"
"KRT14","KRT16"
"KRT14","PKP1"
"KRT14","KRT5"
"KRT15","KRT5"
"KRT15","KRT6B"
"KRT15","KRT16"
"KRT15","KRT4"
"KRT15","KRT17"
"KRT15","PKP1"
"KRT15","KRT6A"
"KRT16","PI3"
"KRT16","KRT5"
"KRT16","KRT6C"
"KRT16","KRT6B"
"KRT16","PKP1"
"KRT16","LY6D"
"KRT16","SPRR2A"
"KRT16","KRT4"
"KRT16","S100A2"
"KRT16","TRIM29"
"KRT16","S100A7"
"KRT16","KRT6A"
"KRT16","KRT17"
"KRT17","KRT5"
"KRT17","KRT6B"
"KRT17","PKP1"
"KRT17","MUC1"
"KRT17","S100A2"
"KRT17","SERPINB5"
"KRT17","PGR"
"KRT17","TRIM29"
"KRT17","KRT6A"
"KRT4","PKP1"
"KRT4","KRT6A"
"KRT4","KRT81"
"KRT4","MUC5B"
"KRT4","MT1A"
"KRT5","SLC5A1"
"KRT5","NID1"
"KRT5","MUC6"
"KRT5","MUC5B"
"KRT5","S100A2"
"KRT5","SERPINB5"
"KRT5","PROM1"
"KRT5","MSLN"
"KRT5","KRT6C"
"KRT5","KRT81"
"KRT5","MUC1"
"KRT5","WT1"
"KRT5","PIP"
"KRT5","KRT6A"
"KRT5","TRIM29"
"KRT5","PKP1"
"KRT5","KRT6B"
"KRT5","PGR"
"KRT6A","KRT6C"
"KRT6A","KRT6B"
"KRT6A","PKP1"
"KRT6A","SERPINB13"
"KRT6A","S100A2"
"KRT6A","S100A7"
"KRT6A","SERPINB5"
"KRT6A","SPRR2A"
"KRT6A","KRT81"
"KRT6B","KRT6C"
"KRT6B","TRIM29"
"KRT6B","S100A7"
"KRT6B","SPRR2A"
"KRT6B","KRT81"
"KRT6B","SERPINB13"
"KRT6B","PKP1"
"KRT6C","PKP1"
"KRT6C","SERPINB13"
"KRT6C","KRT81"
"LAMP3","LY75"
"LBP","MSLN"
"LBP","LRG1"
"LBP","TLR1"
"LBP","ORM1"
"LBP","MMP1"
"LBP","LCN2"
"LBP","LY96"
"LCE6A","PI3"
"LCE6A","LELP1"
"LCE6A","SPRR2A"
"LCE6A","TCHH"
"LCN2","OLFM4"
"LCN2","LTF"
"LCN2","PI3"
"LCN2","TCN1"
"LCN2","ORM1"
"LCN2","LRP2"
"LCN2","MMP1"
"LCN2","NFKBIZ"
"LCN2","SLPI"
"LCN2","VNN1"
"LCN2","S100A7"
"LCN2","S100A8"
"LCN2","S100A9"
"LCN2","TFF3"
"LDHC","ROPN1"
"LDHC","PYGB"
"LELP1","PI3"
"LELP1","S100A2"
"LELP1","S100A7"
"LELP1","SPRR2A"
"LELP1","TCHH"
"LHCGR","POF1B"
"LHCGR","PTGS2"
"LHCGR","PGR"
"LHCGR","VIP"
"LIX1L","SYT9"
"LIX1L","TSHZ2"
"LPPR3","NPTX2"
"LRG1","ORM1"
"LRG1","TNFSF14"
"LRG1","TF"
"LRP1B","PLAT"
"LRP1B","PTPRT"
"LRP1B","TFAP2B"
"LRP1B","SPHKAP"
"LRP2","LTF"
"LRP2","SYT1"
"LRP2","MEOX2"
"LRP2","PDZK1"
"LRRC31","LRRC34"
"LRRC34","RHCG"
"LRRC34","TTC23"
"LTF","OLFM4"
"LTF","ORM1"
"LTF","SLPI"
"LTF","PIGR"
"LTF","PIP"
"LTF","SCGB2A1"
"LTF","S100A8"
"LTF","S100A9"
"LTF","TCN1"
"LTF","SEMG1"
"LY6D","TRIM29"
"LY75","SELL"
"LY75","TLR1"
"LY96","SRGN"
"LY96","NPSR1"
"LY96","PTGS2"
"LY96","S100A1"
"LY96","S100A8"
"LY96","S100A9"
"LY96","TLR1"
"MAGEA1","WT1"
"MAGEA1","MUC1"
"MAGEA1","PRAME"
"MARCO","S100A9"
"MARCO","S100A8"
"MAVS","RARRES3"
"MAVS","TRAT1"
"MAVS","TLR1"
"MAVS","ZBP1"
"MAVS","RSAD2"
"MAVS","MEX3C"
"MDFIC","ZIC2"
"MEI1","SYCP1"
"MEOX2","TAC1"
"MGP","STC2"
"MGST1","SNCA"
"MITF","RPE65"
"MITF","SOX10"
"MIXL1","SOX7"
"MMP1","PLAT"
"MMP1","TFPI2"
"MMP1","TCN1"
"MMP1","MMP13"
"MMP1","NID1"
"MMP1","SPOCK3"
"MMP1","PTGS2"
"MMP13","PLAT"
"MMP13","RGS2"
"MMP13","SRGN"
"MMP13","TCN1"
"MMP13","SOX10"
"MMP13","PTGS2"
"MNDA","SELL"
"MNDA","SRGN"
"MNDA","MS4A7"
"MNDA","TLR1"
"MNDA","MS4A6A"
"MNDA","S100A8"
"MNDA","S100A9"
"MS4A6A","MS4A7"
"MS4A6A","PSEN2"
"MS4A7","OSGIN2"
"MSLN","PSCA"
"MSLN","WT1"
"MSLN","WFDC2"
"MSLN","MUC1"
"MSLN","MUC16"
"MSMB","PI16"
"MSMB","RASSF2"
"MT1A","MT1E"
"MT1A","SLC30A10"
"MT1E","MT1M"
"MT1E","MT1G"
"MT1G","MT1M"
"MTL5","SYCP1"
"MUC1","SELL"
"MUC1","PIP"
"MUC1","TFF1"
"MUC1","PSCA"
"MUC1","PELP1"
"MUC1","MUCL1"
"MUC1","PGR"
"MUC1","ST6GALNAC3"
"MUC1","WT1"
"MUC1","PTGS2"
"MUC1","MUC16"
"MUC1","MUC6"
"MUC1","PROM1"
"MUC1","TFF3"
"MUC1","MUC5B"
"MUC16","SELL"
"MUC16","MUCL1"
"MUC16","ST6GALNAC3"
"MUC16","WFDC2"
"MUC16","MUC6"
"MUC16","MUC5B"
"MUC5B","TFF1"
"MUC5B","MUCL1"
"MUC5B","ST6GALNAC3"
"MUC5B","SLPI"
"MUC5B","MUC6"
"MUC5B","TFF3"
"MUC6","TFF1"
"MUC6","PSCA"
"MUC6","MUCL1"
"MUC6","ST6GALNAC3"
"MUC6","POU4F1"
"MUC6","NAT1"
"MUC6","TFF3"
"MUCL1","SCGB1D2"
"MUCL1","PIP"
"MUCL1","PPP4R4"
"MUCL1","ST6GALNAC3"
"MYBPC1","MYL1"
"MYBPC1","SGCD"
"MYBPC1","TRDN"
"MYL1","PVALB"
"MYL1","TRDN"
"MYT1","NEUROD1"
"NAT1","PSCA"
"NAV3","SYT1"
"NAV3","TRIM58"
"NAV3","PTPRT"
"NDP","WNT2"
"NEUROD1","PITX1"
"NEUROD1","WNT2"
"NEUROD1","ZIC1"
"NEUROD1","SIX6"
"NEUROD1","NLRP2"
"NEUROD1","SOX10"
"NEUROD1","POU4F1"
"NFKBIZ","SLITRK6"
"NID1","NID2"
"NID2","ZNF154"
"NID2","THBS2"
"NKAIN1","SDR16C5"
"NKAIN1","TMC5"
"NLRP2","VGLL1"
"NLRP4","ZBP1"
"NMS","OXT"
"NMS","PCSK1N"
"NMS","VIPR2"
"NMS","TRH"
"NMS","TAC1"
"NMS","PYY"
"NMS","VIP"
"NOP2","NPSR1"
"NOTUM","WNT2"
"NOTUM","WIF1"
"NPSR1","POLR2B"
"NPTX2","PVALB"
"NPTX2","OXT"
"NPTX2","SFRP1"
"NPTX2","TFPI2"
"NPTX2","PCDH8"
"NPTX2","TRIM58"
"NPY","PVALB"
"NPY","OXT"
"NPY","PCSK1N"
"NPY","PPP1R1B"
"NPY","VIPR2"
"NPY","UCP1"
"NPY","PNMT"
"NPY","UCHL1"
"NPY","SLC18A2"
"NPY","TRH"
"NPY","TAC1"
"NPY","WT1"
"NPY","PYY"
"NPY","NPY1R"
"NPY","VIP"
"NPY","SCGN"
"NPY","QRFPR"
"NPY1R","OXT"
"NPY1R","UCP1"
"NPY1R","TAC1"
"NPY1R","PYY"
"NRTN","PLCG1"
"NRTN","SOX10"
"NRTN","SNCA"
"NXPH1","VSTM2B"
"NXPH1","PTPRT"
"OBP2A","OBP2B"
"ODF1","ROPN1"
"ODF1","SPATA3"
"OLFM4","PROM1"
"ONECUT2","PRDM8"
"ORM1","TAT"
"ORM1","TMPRSS6"
"ORM1","TF"
"ORM1","SERPINA5"
"OXT","PVALB"
"OXT","TFF3"
"OXT","PTGS2"
"OXT","VHL"
"OXT","PGR"
"OXT","PYY"
"OXT","VIP"
"OXT","TAC1"
"OXT","TRH"
"PARP14","RTP4"
"PARP14","ZBP1"
"PARP14","RSAD2"
"PAX7","UCP1"
"PAX7","ZIC1"
"PAX7","ZIC2"
"PAX7","SOX10"
"PCK1","PYGL"
"PCK1","UCP1"
"PCK1","PLIN1"
"PCK1","TAT"
"PCSK1N","TAC1"
"PCSK1N","TRH"
"PDZK1","SLC9A2"
"PDZK1","SCARB2"
"PDZK1","TFF1"
"PDZK1","PGR"
"PDZK1","SLC26A3"
"PDZK1","SLC34A2"
"PDZK1","SLC5A8"
"PELP1","PYHIN1"
"PELP1","PGR"
"PGBD5","VSTM2A"
"PGR","PIP"
"PGR","TFF1"
"PGR","SCUBE2"
"PGR","WT1"
"PGR","SERPINA6"
"PGR","PTGS2"
"PHGR1","SLC26A3"
"PHOX2A","TFAP2B"
"PHOX2A","SOX10"
"PI16","SERPINB13"
"PI3","S100A9"
"PI3","PLCG1"
"PI3","WFDC2"
"PI3","S100A7"
"PI3","SERPINB5"
"PI3","SLPI"
"PI3","SPRR2A"
"PI3","SEMG1"
"PI3","TCHH"
"PIGR","SLPI"
"PIGR","TNFSF13B"
"PIP","SCGB1D2"
"PIP","SCGB2A1"
"PIP","S100A9"
"PIP","WT1"
"PIP","SEMG1"
"PKD2L2","TRPA1"
"PKD2L2","SERPINB12"
"PKD2L2","TRPV6"
"PKD2L2","TRPC1"
"PKN1","UCHL1"
"PKN1","PPP1R14A"
"PKN1","RHOH"
"PKP1","SERPINB13"
"PKP1","TRIM29"
"PLA2G4C","PLCG1"
"PLA2G4C","PRKCB"
"PLA2G4C","PTGS2"
"PLAG1","SDR16C5"
"PLAT","TFPI2"
"PLAT","SERPINA5"
"PLCG1","TRAT1"
"PLCG1","SNAP91"
"PLCG1","PLCH1"
"PLCG1","VAV3"
"PLCG1","UBE2L6"
"PLCG1","TRPC1"
"PLCG1","PRKCB"
"PLD5","RGS7"
"PLIN1","UCP1"
"PLIN1","TMEM26"
"PLIN1","PLIN4"
"PLK2","SNCA"
"PLTP","PON3"
"PLTP","RSPH9"
"PMVK","SQLE"
"PNMT","SLC18A1"
"PNMT","SLC18A2"
"PNMT","TAC1"
"POLK","UBE2L6"
"POU4F1","PVALB"
"POU4F1","RPE65"
"POU4F1","SOX10"
"PPIL6","S100A1"
"PPIL6","RSPH9"
"PPM1E","PTPRZ1"
"PPP1R14A","PRKCB"
"PPP1R1B","PVALB"
"PPP1R1B","SNCA"
"PPP1R1B","SLC18A2"
"PPP1R1B","TAC1"
"PPP1R3C","PYGL"
"PPP1R3C","PYGB"
"PPP1R3C","PPP4R4"
"PPP1R3C","PPP2R2C"
"PPP2R2C","PPP4R4"
"PRAME","WT1"
"PRDM8","VSTM2B"
"PREX2","SNX31"
"PROC","TMPRSS6"
"PROC","SERPINA5"
"PROM1","WNT2"
"PROM1","SOX10"
"PRR15","SYT8"
"PRSS21","SERPINB5"
"PRSS21","SCGB3A1"
"PSEN2","SNCA"
"PTGS2","WNT2"
"PTGS2","TAC1"
"PTGS2","TLR1"
"PTGS2","S100A8"
"PTPN22","TNFSF4"
"PTPN22","TPO"
"PTPN22","TLR1"
"PTPN22","TNFSF13B"
"PTPN22","SLC30A10"
"PTPRT","SYT1"
"PTPRT","SPHKAP"
"PTPRT","SNAP91"
"PTPRZ1","PVALB"
"PTPRZ1","TTYH1"
"PVALB","RSPH9"
"PVALB","SNCA"
"PVALB","SCN11A"
"PVALB","SYN2"
"PVALB","SYT1"
"PVALB","S100A1"
"PVALB","SCGN"
"PVALB","TAC1"
"PVALB","VIP"
"PYGB","PYGL"
"PYHIN1","SERPINB5"
"PYY","SLC5A1"
"PYY","TRH"
"PYY","TAC1"
"PYY","VIP"
"RALB","SYT13"
"RALB","ZBP1"
"RARRES3","UBE2L6"
"RASSF2","TMEM74"
"RASSF2","SLC23A2"
"RASSF2","RBMS3"
"RBM24","RBMS3"
"RGS2","RGS22"
"RGS2","TRPV6"
"RGS22","SHISA3"
"RHCG","SLC44A4"
"RHCG","SLC9A2"
"RHOH","VAV3"
"RIMS4","ZNF671"
"RIMS4","SYT9"
"RIMS4","VSTM2A"
"RIMS4","SYTL5"
"RIMS4","SNAP91"
"RIMS4","ZNF154"
"RNF144B","UBE2L6"
"ROPN1","SPATA16"
"RPE65","SERPINB13"
"RSAD2","RTP4"
"RSAD2","UBE2L6"
"RSAD2","TRAT1"
"RSPH9","ZNF154"
"RSPH9","SPAG6"
"RTP4","UBE2L6"
"RTP4","ZBP1"
"RXRG","ZNF423"
"S100A1","TCHH"
"S100A1","SOX10"
"S100A1","TRPC1"
"S100A1","SYN2"
"S100A1","S100A7"
"S100A1","S100A2"
"S100A2","SERPINB5"
"S100A2","S100A7"
"S100A7","SLPI"
"S100A7","SPRR2A"
"S100A7","S100A8"
"S100A7","S100A9"
"S100A8","TF"
"S100A8","S100A9"
"S100A9","UCHL1"
"S100A9","TLR1"
"S100A9","TF"
"SCAMP5","SYT13"
"SCAMP5","SYT1"
"SCARB2","THBS2"
"SCARB2","SNCA"
"SCARB2","TF"
"SCGB1D2","SCGB3A1"
"SCGB1D2","SCGB2A1"
"SCGB3A1","STC2"
"SCGN","STXBP5L"
"SCGN","TAC1"
"SCGN","SNCA"
"SCN11A","TRPA1"
"SCN11A","TAC1"
"SCTR","VIPR2"
"SCTR","VIP"
"SELL","TBX21"
"SELL","SLAMF6"
"SELL","TNFSF4"
"SELL","TNFSF13B"
"SELL","SLAMF1"
"SELL","TIGIT"
"SELL","TLR1"
"SELL","SERPINB5"
"SELL","UCHL1"
"SEMG1","SPATA16"
"SEMG1","SLPI"
"SERPINA6","TAT"
"SERPINB12","TRIM58"
"SERPINB12","SLFN12"
"SERPINB13","SPRR2A"
"SERPINB5","TBX21"
"SERPINB5","TRIM29"
"SERPINB5","SLFN12"
"SFRP1","SOSTDC1"
"SFRP1","TFPI2"
"SFRP1","WIF1"
"SFRP1","WNT2"
"SFRP5","WNT2"
"SFRP5","WIF1"
"SHISA3","ZNF671"
"SHISA9","VWC2"
"SIPA1","SYNPO2L"
"SIX6","ZIC2"
"SLAMF1","TBX21"
"SLAMF1","SLAMF7"
"SLAMF1","SLAMF6"
"SLAMF6","TBX21"
"SLAMF6","TIGIT"
"SLAMF7","TNFSF13B"
"SLC13A2","SLC5A1"
"SLC13A2","SLC26A3"
"SLC13A2","SLC34A2"
"SLC13A2","SLC5A8"
"SLC17A9","SLC18A2"
"SLC17A9","SLC18A1"
"SLC18A1","SLC5A7"
"SLC18A1","SLC18A2"
"SLC18A1","SNCA"
"SLC18A2","SYNGR3"
"SLC18A2","SYT1"
"SLC18A2","SLC5A7"
"SLC18A2","SYN2"
"SLC18A2","SNCA"
"SLC23A2","SLC33A1"
"SLC26A3","SLC9A2"
"SLC26A3","SLC5A1"
"SLC26A3","SOSTDC1"
"SLC26A3","SLC5A8"
"SLC30A10","SLC9A2"
"SLC30A10","TPO"
"SLC30A10","SLC39A12"
"SLC34A2","SLC5A1"
"SLC39A12","SNX10"
"SLC39A12","VSTM2A"
"SLC44A4","SLC5A7"
"SLC5A1","SLC7A2"
"SLC5A1","SLC9A2"
"SLC5A1","SLC5A8"
"SLC6A14","SLC7A2"
"SLC6A14","SLC7A4"
"SLN","UCP1"
"SLN","TRDN"
"SLPI","WFDC2"
"SNAP91","SYT13"
"SNAP91","SYT1"
"SNAP91","STXBP5L"
"SNAP91","SYT9"
"SNAP91","VSTM2B"
"SNAP91","SPHKAP"
"SNAP91","SYN2"
"SNAP91","STON2"
"SNCA","SYT1"
"SNCA","UCHL1"
"SNCA","UBE2L6"
"SNCA","TAC1"
"SNCA","SYN2"
"SNCA","TLR1"
"SNX10","SORCS1"
"SOSTDC1","WIF1"
"SOX10","ZIC1"
"SOX10","WT1"
"SOX10","ZIC2"
"SOX10","TFAP2B"
"SPAG17","TINAG"
"SPAG17","TMPRSS4"
"SPAG17","SPAG6"
"SPAG6","WDR63"
"SPATA16","SPATA3"
"SPHKAP","VSTM2A"
"SPOCK1","THBS2"
"SPOCK3","STC2"
"SPRR2A","TCHH"
"STC2","TFF1"
"STON2","SYT13"
"STON2","SYT1"
"STON2","SYT9"
"STON2","SYT8"
"STXBP5L","SYT1"
"STXBP5L","SYN2"
"SYN2","SYT13"
"SYN2","SYT1"
"SYN2","SYT9"
"SYN2","SYT8"
"SYNGR3","SYT13"
"SYNGR3","SYT9"
"SYNGR3","SYT1"
"SYNPO2L","TXLNB"
"SYNPO2L","TRDN"
"SYT1","SYT8"
"SYT1","SYT9"
"SYT8","SYT9"
"TAC1","VIPR2"
"TAC1","TRPA1"
"TAC1","UCHL1"
"TAC1","TRH"
"TAC1","VIP"
"TAT","TPO"
"TAT","TMPRSS6"
"TBX21","TLR1"
"TBX21","TNFSF13B"
"TBX21","TNFSF4"
"TBX21","TIGIT"
"TFAP2B","ZIC1"
"TFF1","TFF3"
"TFPI2","TMPRSS4"
"TIGIT","VTCN1"
"TLR1","TNFSF13B"
"TLX1","WT1"
"TLX1","TMPRSS6"
"TMEM26","UCP1"
"TMEM26","ZIC1"
"TMPRSS4","TMPRSS6"
