"node1","node2"
"BTK","STAT6"
"BTK","GRM1"
"BTK","HTR2B"
"BTK","NMBR"
"BTK","TICAM1"
"BTK","F2RL3"
"BTK","PLCG1"
"BTK","IL4"
"BTK","IL2"
"BTK","RPS6KB1"
"BTK","OXT"
"APLN","APLNR"
"APLN","ESM1"
"APLN","EDN1"
"APLN","SSTR2"
"APLN","ITLN1"
"APLN","SST"
"APLN","GALR3"
"APLN","OXT"
"EDN1","KCNJ8"
"EDN1","GPX2"
"EDN1","EDN2"
"EDN1","SSTR2"
"EDN1","FGF5"
"EDN1","F2"
"EDN1","UCN"
"EDN1","VCAM1"
"EDN1","NMBR"
"EDN1","IL4"
"EDN1","OXT"
"EDN2","SSTR2"
"EDN2","NMBR"
"BRS3","EDN1"
"BRS3","EDN2"
"BRS3","BTK"
"BRS3","F2"
"BRS3","NMBR"
"BRS3","F2RL3"
"SSTR2","SYT4"
"CYP4A11","PLA2G12B"
"CYP4A11","MEX3C"
"CYP4A11","SLC22A7"
"CYP4A11","CYP4F2"
"CYP4A11","CYP4F3"
"F2","SERPINC1"
"F2","GPT"
"F2","THPO"
"F2","VCAM1"
"F2","GRM1"
"F2","SERPING1"
"F2","FCN3"
"F2","NMBR"
"F2","F2RL3"
"F2","HRG"
"F2","IL2"
"F2","PF4V1"
"SST","SSTR2"
"SST","UCN3"
"SST","UCN"
"GRM1","WASF1"
"SETD7","SMURF2"
"SMURF2","UBE2C"
"GALR3","SST"
"GALR3","SSTR2"
"F2RL3","GZMA"
"F2RL3","NMBR"
"F2RL3","PRSS23"
"OXT","SST"
"OXT","SSTR2"
"OXT","UCN"
"OXT","SCG2"
"AQP2","SLC26A4"
"AQP2","AQP9"
"AQP2","SLC4A1"
"AQP2","CDH16"
"AQP2","SNAP23"
"AQP2","CALB1"
"AQP2","FOXI1"
"AQP2","SIX2"
"AQP2","OXT"
"AGTR1","APLNR"
"AGTR1","RXFP1"
"AGTR1","BTK"
"AGTR1","APLN"
"AGTR1","EDN1"
"AGTR1","EDN2"
"AGTR1","BRS3"
"AGTR1","SSTR2"
"AGTR1","CYP4A11"
"AGTR1","F2"
"AGTR1","VCAM1"
"AGTR1","SST"
"AGTR1","GRM1"
"AGTR1","SETD7"
"AGTR1","SMURF2"
"AGTR1","HTR2B"
"AGTR1","NMBR"
"AGTR1","GALR3"
"AGTR1","F2RL3"
"AGTR1","OXT"
"AGTR1","AQP2"
"MUC13","RND2"
"MUC13","MUC16"
"AKR1C3","GPX2"
"AKR1C3","PTGDS"
"AKR1C3","RDH5"
"KRT19","TPM2"
"KRT19","S100A14"
"KRT19","MT1E"
"KRT19","SST"
"KRT19","THY1"
"KRT19","NAPSA"
"KRT19","KRT20"
"ELF3","KRT19"
"ELF3","FOXA1"
"KLK1","MUC16"
"KLK1","SERPINC1"
"FOXA1","HOXB13"
"FOXA1","KRT5"
"FOXA1","KRT19"
"FOXA1","OTX2"
"FOXA1","UBE2C"
"FOXA1","RPLP0"
"FOXA1","KRT20"
"KRT20","NAPSA"
"KRT20","MUC13"
"KRT20","NRAS"
"AGR2","FXYD3"
"AGR2","MUC13"
"AGR2","MUC16"
"AGR2","AKR1C3"
"AGR2","PRDX4"
"AGR2","YWHAB"
"AGR2","S100A14"
"AGR2","KRT19"
"AGR2","ELF3"
"AGR2","KLK1"
"AGR2","FOXA1"
"AGR2","KRT20"
"MIOX","TMEM174"
"ADM2","FAHD1"
"ADM2","MIOX"
"LRAT","RGR"
"LRAT","PRCD"
"LRAT","RETSAT"
"LRAT","RDH5"
"ADH6","ALDH6A1"
"ADH6","LRAT"
"ADH6","RETSAT"
"ADH6","CYP4F2"
"C7","SLC25A5"
"C7","SERPING1"
"C7","IL1RL2"
"C7","PDZD11"
"FABP4","FABP7"
"FABP4","MED22"
"FABP4","THY1"
"FABP4","ITLN1"
"FABP4","GPD1"
"FABP4","MYL2"
"CYP4F2","PLA2G12B"
"CYP4F2","F2"
"CYP4F2","CYP4F3"
"ADH1B","LRAT"
"ADH1B","ADH6"
"ADH1B","S100A14"
"ADH1B","C7"
"ADH1B","GPD1"
"ADH1B","RETSAT"
"ADH1B","FABP4"
"ADH1B","CYP4F2"
"CD68","FCGR3B"
"CD68","THY1"
"CD68","LYVE1"
"CD68","TMEM119"
"CD68","VCAM1"
"CD68","CLEC7A"
"CD68","IDO1"
"CD68","STAT6"
"CD68","GPT"
"CD68","IRF5"
"CD68","MS4A1"
"CD68","KRT19"
"CD68","CLEC10A"
"CD68","KRT5"
"CD68","IL7R"
"CD68","MARCO"
"CD68","CLDN1"
"CD68","MS4A2"
"CD68","IL4"
"CD68","IL2"
"CD68","GZMB"
"CD68","KRT20"
"PDE6D","TBC1D10A"
"ADCY8","PDE6D"
"CTSA","DPP7"
"DPYSL3","GOLT1A"
"SPHK1","SPTLC3"
"SPHK1","UBE2O"
"SERPING1","SPP2"
"AHSG","F2"
"AHSG","SERPINC1"
"AHSG","AZGP1"
"AHSG","SERPING1"
"AHSG","CA9"
"AHSG","DNAJB11"
"AHSG","CKB"
"AHSG","GPT"
"AHSG","EDN1"
"AHSG","ITLN1"
"AHSG","HRG"
"AHSG","IBSP"
"AHSG","APOH"
"AHSG","SPP2"
"ODC1","SAT1"
"ACY1","UNC50"
"ACY1","CTSA"
"ACY1","DPYSL3"
"ACY1","SPHK1"
"ACY1","SERPING1"
"ACY1","AHSG"
"ACY1","ODC1"
"MYL3","TPM2"
"MYL3","MYL6"
"MYL3","TNNI1"
"MYL3","TRDN"
"MYL3","TMEM43"
"MYL3","TNNC1"
"MYL3","PYGM"
"DCTN5","RPUSD1"
"MYL12A","MYL3"
"MYL12A","TPM2"
"MYL12A","MYL6"
"MYL12A","TNNI1"
"MYL12A","TUBB2B"
"MYL12A","MYL2"
"TNNI1","TPM2"
"TNNI1","TRDN"
"MYH8","MYL3"
"MYH8","TPM2"
"MYH8","MYL6"
"MYH8","MYL12A"
"MYH8","TNNI1"
"MYH8","TNNC1"
"MYH8","MYL2"
"MYL6","TPM2"
"MYL6","TNNI1"
"MYL6","SARNP"
"DSP","G3BP1"
"DSP","IVL"
"DSP","S100A14"
"DSP","KRT19"
"DSP","TMEM43"
"DSP","KRT16"
"DSP","KRT5"
"DSP","TGM1"
"SNAP23","STX17"
"SNAP23","SYT4"
"TNNC1","TNNI1"
"TNNC1","TPM2"
"MYL2","MYL3"
"MYL2","MYL6"
"MYL2","TNNI1"
"MYL2","TNNC1"
"MYL2","TPM2"
"MYL2","TRDN"
"MYL2","TMEM43"
"MYL2","TBX18"
"MYL2","PTPN13"
"MYL2","PYGM"
"MYH1","MYL2"
"MYH1","MYH8"
"MYH1","MYL3"
"MYH1","MYL6"
"MYH1","MYL12A"
"MYH1","TNNI1"
"MYH1","TPM2"
"MYH1","TRDN"
"MYH1","POSTN"
"MYH1","TNNC1"
"ACTC1","MYL3"
"ACTC1","TPM2"
"ACTC1","DCTN5"
"ACTC1","MYL12A"
"ACTC1","TNNI1"
"ACTC1","MYH8"
"ACTC1","MYL6"
"ACTC1","TMEM43"
"ACTC1","DSP"
"ACTC1","TUBB2B"
"ACTC1","SNAP23"
"ACTC1","TNNC1"
"ACTC1","MYL2"
"ACTC1","MYH1"
"MRPL40","RPL10"
"MRPL40","SLC25A5"
"MRPL40","TP53I13"
"MRPL40","RPS11"
"MRPL40","TICAM1"
"GPX2","PRDX4"
"GPX2","SLC25A27"
"GPX2","MT1E"
"GPX2","VCAM1"
"GPX2","PLCG1"
"GPX2","IL4"
"GPX2","IL2"
"CKB","SERP2"
"CKB","MT1E"
"RPS11","UTP15"
"RPS11","TBL3"
"RPS11","UBL7"
"RPS11","TP53I13"
"RPS11","SLC2A4RG"
"RPS11","TICAM1"
"RPS11","RRP9"
"ALDOC","CKB"
"ALDOC","PFKFB4"
"ALDOC","PYGM"
"GPD1","OXSM"
"GPD1","LPIN2"
"GPD1","PYGM"
"GPT","THNSL1"
"GPT","IDO1"
"GPT","GPX2"
"GPT","TM6SF2"
"GPT","SERPINC1"
"GPT","KRT19"
"GPT","MT1E"
"GPT","VCAM1"
"GPT","NR0B2"
"GPT","ODC1"
"GPT","IL4"
"GPT","IL2"
"GPT","PYGM"
"PDP1","PPM1B"
"TMEM126A","TMEM53"
"MT1E","MT1H"
"MT1E","MT1M"
"MT1E","MT1F"
"MT1E","SLC30A2"
"MT1E","SLC39A5"
"MT1E","MT3"
"MMS19","SLC25A5"
"MMS19","TBC1D10A"
"CIAO1","EIF2B1"
"CIAO1","ZMYND12"
"CIAO1","SLC25A5"
"CIAO1","MMS19"
"CIAO1","HSCB"
"CDYL2","CLEC3A"
"CDYL2","MRPL40"
"CDYL2","RPS11"
"HSCB","MMS19"
"HSCB","UBE2O"
"PYGM","S100A1"
"PYGM","SERPING1"
"ACO2","MRPL40"
"ACO2","GPX2"
"ACO2","CKB"
"ACO2","RPS11"
"ACO2","BCS1L"
"ACO2","ALDOC"
"ACO2","SLC25A27"
"ACO2","TICAM1"
"ACO2","GPD1"
"ACO2","GPT"
"ACO2","TP53I13"
"ACO2","PDP1"
"ACO2","TMEM126A"
"ACO2","MT1E"
"ACO2","MMS19"
"ACO2","CIAO1"
"ACO2","CDYL2"
"ACO2","HSCB"
"ACO2","PYGM"
"NR0B2","SYK"
"NR0B2","ZNF512B"
"ABCG8","ATP1A3"
"ABCG8","KCNJ8"
"ABCG8","SLC22A7"
"ABCG8","NR0B2"
"ABCG8","ATP1B2"
"ATP1A3","KCNJ8"
"ATP1A3","FXYD3"
"ATP1A3","NRAS"
"ATP1A3","ATP1B2"
"BCS1L","SCO2"
"BCS1L","RPLP0"
"BCS1L","SURF1"
"BCS1L","SLC39A13"
"BCS1L","MRPL40"
"BCS1L","RPS11"
"BCS1L","HSCB"
"KCNJ8","TRDN"
"ATP1B2","FXYD3"
"ATP1B2","KCNJ8"
"ATP1B2","L1CAM"
"ABCB6","ABCG8"
"ABCB6","ATP1A3"
"ABCB6","BCS1L"
"ABCB6","KCNJ8"
"ABCB6","ATP1B2"
